udp,select,poll,sys,dev,etc,root,mkdir,connect,tcp,clone_API,proc,var,network_http,File_IO,accept,home,munmap,rename,mmap,chdir_API,network_connection,execve_API,attack_map
0,6,9729,0,0,1115,0,0,4,0,0,0,1195,193,2650,148,0,0,0,0,380,16353,0,0
0,10,9590,0,0,1156,0,0,6,0,0,0,1159,204,2707,138,0,0,0,0,451,16670,0,0
0,8,9172,0,0,1021,0,0,5,0,0,0,1121,198,2509,125,0,0,0,0,406,15959,0,0
0,10,10506,0,0,1175,0,0,1,0,0,0,1226,210,2798,139,0,0,0,0,451,16422,0,0
0,12,9952,0,0,1019,0,0,2,0,0,0,1047,187,2408,140,0,0,0,0,405,16482,0,0
0,7,9518,0,0,1026,0,0,3,0,0,0,1075,182,2419,132,0,0,0,0,389,15650,0,0
0,9,9388,0,0,1089,0,0,3,0,0,0,1145,189,2606,134,0,0,0,0,430,16305,0,0
0,8,9222,0,0,1244,0,0,8,0,0,0,1257,193,2859,131,0,0,0,0,411,16574,0,0
0,5,9432,0,0,1183,0,0,1,0,0,0,1184,195,2752,144,0,0,0,0,438,15410,0,0
0,10,9307,0,0,1100,0,0,7,0,0,0,1158,183,2614,150,0,0,0,0,401,16548,0,0
0,12,9424,0,0,984,0,0,7,0,0,0,1085,189,2397,120,0,0,0,0,416,16180,0,0
0,9,9048,0,0,1079,0,0,2,0,0,0,1118,201,2568,105,0,0,0,0,429,16056,0,0
0,8,9273,0,0,1102,0,0,7,0,0,0,1195,195,2671,141,0,0,0,0,440,15118,0,0
0,10,9248,0,0,1028,0,0,2,0,0,0,1123,192,2529,153,0,0,0,0,426,16320,0,0
0,10,9168,0,0,934,0,0,0,0,0,0,1012,162,2251,124,0,0,0,0,347,15845,0,0
0,8,9762,0,0,950,0,0,4,0,0,0,1070,201,2361,126,0,0,0,0,408,15351,0,0
0,5,9044,0,0,1029,0,0,5,0,0,0,1066,167,2424,126,0,0,0,0,393,15951,0,0
0,8,9106,0,0,1077,0,0,7,0,0,0,1219,186,2669,133,0,0,0,0,442,16174,0,0
0,6,9301,0,0,1127,0,0,0,0,0,0,1174,199,2676,144,0,0,0,0,431,16253,0,0
0,7,9247,0,0,1033,0,0,8,0,0,0,1000,158,2338,142,0,0,0,0,347,16137,0,0
0,5,9161,0,0,1156,0,0,0,0,0,0,1189,178,2708,134,0,0,0,0,404,16087,0,0
0,8,9066,0,0,1014,0,0,2,0,0,0,1164,179,2538,128,0,0,0,0,406,15819,0,0
0,4,9828,0,0,1039,0,0,3,0,0,0,1028,178,2415,130,0,0,0,0,395,16581,0,0
0,7,9582,0,0,938,0,0,5,0,0,0,996,174,2280,123,0,0,0,0,425,15865,0,0
0,9,9201,0,0,846,0,0,2,0,0,0,876,157,2057,109,0,0,0,0,388,15548,0,0
0,11,9395,0,0,884,0,0,4,0,0,0,935,174,2132,108,0,0,0,0,352,16071,0,0
0,10,9432,0,0,1000,0,0,4,0,0,0,1114,168,2446,130,0,0,0,0,371,16293,0,0
0,7,9250,0,0,934,0,0,3,0,0,0,1062,186,2351,116,0,0,0,0,406,15307,0,0
0,3,9209,0,0,1019,0,0,3,0,0,0,1084,193,2466,138,0,0,0,0,425,16507,0,0
0,12,9670,0,0,948,0,0,1,0,0,0,1028,192,2310,133,0,0,0,0,400,15658,0,0
0,8,10170,0,0,993,0,0,5,0,0,0,1144,188,2496,138,0,0,0,0,413,16534,0,0
0,5,9763,0,0,993,0,0,2,0,0,0,1060,186,2409,133,0,0,0,0,448,15760,0,0
0,6,9505,0,0,1000,0,0,2,0,0,0,1105,197,2481,129,0,0,0,0,427,16140,0,0
0,12,9560,0,0,955,0,0,0,0,0,0,976,172,2254,118,0,0,0,0,375,16452,0,0
0,6,9277,0,0,1060,0,0,1,0,0,0,1183,192,2617,145,0,0,0,0,422,15649,0,0
0,3,9583,0,0,1036,0,0,2,0,0,0,1046,171,2406,130,0,0,0,0,367,16248,0,0
0,12,9140,0,0,1157,0,0,6,0,0,0,1219,184,2720,131,0,0,0,0,388,16305,0,0
0,8,9529,0,0,1155,0,0,3,0,0,0,1235,207,2794,141,0,0,0,0,441,16527,0,0
0,6,9476,0,0,1017,0,0,5,0,0,0,1103,196,2480,127,0,0,0,0,435,15948,0,0
0,8,9963,0,0,1117,0,0,6,0,0,0,1276,195,2817,159,0,0,0,0,447,16362,0,0
0,7,8657,0,0,1073,0,0,2,0,0,0,1233,195,2680,141,0,0,0,0,426,15712,0,0
0,9,10228,0,0,991,0,0,0,0,0,0,1125,204,2517,122,0,0,0,0,440,16009,0,0
0,4,9390,0,0,902,0,0,2,0,0,0,990,168,2216,111,0,0,0,0,360,16344,0,0
0,10,8902,0,0,1119,0,0,5,0,0,0,1186,187,2655,140,0,0,0,0,390,15719,0,0
0,10,9617,0,0,1137,0,0,4,0,0,0,1249,221,2788,149,0,0,0,0,438,16463,0,0
0,3,9198,0,0,1084,0,0,6,0,0,0,1098,175,2516,127,0,0,0,0,392,16407,0,0
0,10,9456,0,0,1100,0,0,0,0,0,0,1173,191,2641,139,0,0,0,0,393,15804,0,0
0,6,9002,0,0,1059,0,0,2,0,0,0,1179,187,2594,140,0,0,0,0,428,16039,0,0
0,11,9445,0,0,1134,0,0,4,0,0,0,1188,197,2688,140,0,0,0,0,426,16367,0,0
0,8,9409,0,0,972,0,0,5,0,0,0,1004,170,2319,125,0,0,0,0,377,16380,0,0
0,12,9488,0,0,956,0,0,2,0,0,0,1096,172,2369,136,0,0,0,0,387,16340,0,0
0,13,9542,0,0,1218,0,0,4,0,0,0,1105,178,2657,131,0,0,0,0,409,16557,0,0
0,10,9234,0,0,985,0,0,2,0,0,0,1073,186,2401,139,0,0,0,0,395,16245,0,0
0,14,9313,0,0,992,0,0,3,0,0,0,1010,176,2336,135,0,0,0,0,367,16354,0,0
0,10,9469,0,0,991,0,0,4,0,0,0,1081,193,2420,113,0,0,0,0,424,15781,0,0
0,8,9081,0,0,979,0,0,8,0,0,0,1050,189,2382,121,0,0,0,0,406,14443,0,0
0,10,9492,0,0,1012,0,0,4,0,0,0,1149,175,2507,119,0,0,0,0,412,16477,0,0
0,11,9439,0,0,1009,0,0,3,0,0,0,1101,188,2447,114,0,0,0,0,398,16266,0,0
0,10,9356,0,0,986,0,0,2,0,0,0,1036,171,2355,135,0,0,0,0,370,16069,0,0
0,4,9466,0,0,965,0,0,4,0,0,0,974,173,2277,106,0,0,0,0,391,15759,0,0
0,6,9105,0,0,1032,0,0,3,0,0,0,1156,174,2517,144,0,0,0,0,382,15539,0,0
0,12,9485,0,0,854,0,0,0,0,0,0,948,175,2125,111,0,0,0,0,381,16247,0,0
0,9,9013,0,0,1025,0,0,2,0,0,0,1094,174,2465,140,0,0,0,0,397,15578,0,0
0,1,9359,0,0,959,0,0,8,0,0,0,979,182,2280,113,0,0,0,0,415,16388,0,0
0,12,9392,0,0,1079,0,0,5,0,0,0,1178,194,2593,139,0,0,0,0,392,16327,0,0
0,6,9326,0,0,1074,0,0,0,0,0,0,1198,195,2643,139,0,0,0,0,429,15521,0,0
0,8,9598,0,0,1215,0,0,2,0,0,0,1199,201,2799,158,0,0,0,0,431,16131,0,0
0,8,9688,0,0,990,0,0,3,0,0,0,1103,195,2440,138,0,0,0,0,435,16315,0,0
0,4,9915,0,0,1101,0,0,5,0,0,0,1179,195,2657,133,0,0,0,0,421,15626,0,0
0,3,9717,0,0,1060,0,0,3,0,0,0,1130,192,2577,140,0,0,0,0,427,15806,0,0
0,8,9539,0,0,1146,0,0,4,0,0,0,1251,186,2757,144,0,0,0,0,408,16497,0,0
0,6,9651,0,0,1072,0,0,2,0,0,0,1143,184,2564,131,0,0,0,0,417,16609,0,0
0,7,9500,0,0,1102,0,0,3,0,0,0,1147,201,2609,138,0,0,0,0,417,16360,0,0
0,4,9443,0,0,940,0,0,3,0,0,0,916,151,2150,122,0,0,0,0,377,16181,0,0
0,5,9868,0,0,1018,0,0,4,0,0,0,1101,199,2485,129,0,0,0,0,425,16111,0,0
0,8,10216,0,0,1010,0,0,1,0,0,0,1063,182,2410,128,0,0,0,0,412,15682,0,0
0,7,9748,0,0,1060,0,0,2,0,0,0,1115,210,2558,131,0,0,0,0,451,15432,0,0
0,12,9635,0,0,1052,0,0,2,0,0,0,1125,188,2526,134,0,0,0,0,413,16589,0,0
0,6,9187,0,0,1090,0,0,2,0,0,0,1178,193,2649,121,0,0,0,0,439,15446,0,0
0,6,9729,0,0,1139,0,0,2,0,0,0,1219,181,2733,141,0,0,0,0,428,16623,0,0
0,12,9193,0,0,1017,0,0,3,0,0,0,1096,194,2482,133,0,0,0,0,430,16136,0,0
0,11,9934,0,0,1031,0,0,4,0,0,0,1085,205,2503,136,0,0,0,0,442,15550,0,0
0,6,9718,0,0,1026,0,0,5,0,0,0,1139,199,2543,144,0,0,0,0,430,16350,0,0
0,4,9100,0,0,984,0,0,2,0,0,0,1018,180,2327,99,0,0,0,0,388,15584,0,0
0,9,9206,0,0,991,0,0,5,0,0,0,981,172,2295,130,0,0,0,0,355,16272,0,0
0,10,9381,0,0,1026,0,0,1,0,0,0,1105,181,2503,129,0,0,0,0,404,16631,0,0
0,7,9502,0,0,1003,0,0,6,0,0,0,1068,183,2442,123,0,0,0,0,413,16215,0,0
0,10,9670,0,0,919,0,0,5,0,0,0,991,170,2210,113,0,0,0,0,370,16204,0,0
0,14,9497,0,0,1035,0,0,3,0,0,0,1076,174,2458,142,0,0,0,0,370,15762,0,0
0,4,9344,0,0,1233,0,0,3,0,0,0,1276,208,2890,154,0,0,0,0,441,16598,0,0
0,7,9686,0,0,1016,0,0,8,0,0,0,1055,171,2381,125,0,0,0,0,392,16102,0,0
0,10,9395,0,0,1032,0,0,9,0,0,0,1137,188,2503,131,0,0,0,0,397,16290,0,0
0,5,9189,0,0,1067,0,0,1,0,0,0,1043,177,2469,127,0,0,0,0,419,16381,0,0
0,9,9799,0,0,1112,0,0,3,0,0,0,1176,202,2668,139,0,0,0,0,443,16717,0,0
0,5,9678,0,0,940,0,0,2,0,0,0,1024,175,2285,125,0,0,0,0,384,16386,0,0
0,10,9859,0,0,1054,0,0,0,0,0,0,1047,172,2442,140,0,0,0,0,390,15883,0,0
0,7,9203,0,0,1037,0,0,6,0,0,0,1106,188,2484,123,0,0,0,0,402,16169,0,0
0,5,9259,0,0,950,0,0,0,0,0,0,1044,174,2330,120,0,0,0,0,380,15748,0,0
0,6,10069,0,0,1006,0,0,3,0,0,0,1030,173,2362,122,0,0,0,0,401,16023,0,0
0,11,9167,0,0,948,0,0,4,0,0,0,1011,177,2291,101,0,0,0,0,382,15618,0,0
0,2,9474,0,0,963,0,0,6,0,0,0,1034,183,2346,120,0,0,0,0,403,16604,0,0
0,7,9432,0,0,940,0,0,0,0,0,0,1061,191,2358,132,0,0,0,0,387,16380,0,0
0,6,9382,0,0,1037,0,0,0,0,0,0,1106,177,2475,138,0,0,0,0,393,16269,0,0
0,4,9566,0,0,974,0,0,0,0,0,0,1087,181,2395,125,0,0,0,0,395,16243,0,0
0,9,9132,0,0,927,0,0,1,0,0,0,1059,177,2326,120,0,0,0,0,431,15372,0,0
0,9,9411,0,0,1020,0,0,1,0,0,0,1091,188,2454,136,0,0,0,0,407,16223,0,0
0,12,9488,0,0,1078,0,0,3,0,0,0,1100,173,2513,136,0,0,0,0,399,16269,0,0
0,12,9517,0,0,1015,0,0,2,0,0,0,1054,179,2410,124,0,0,0,0,411,16013,0,0
0,6,9209,0,0,1112,0,0,4,0,0,0,1194,185,2673,145,0,0,0,0,417,15509,0,0
0,12,9529,0,0,970,0,0,0,0,0,0,994,179,2322,124,0,0,0,0,394,16324,0,0
0,2,9359,0,0,1113,0,0,4,0,0,0,1142,179,2593,135,0,0,0,0,413,16402,0,0
0,6,10005,0,0,1031,0,0,6,0,0,0,1099,170,2451,126,0,0,0,0,393,15326,0,0
0,10,9512,0,0,972,0,0,5,0,0,0,1061,169,2356,125,0,0,0,0,380,16416,0,0
0,7,8940,0,0,1020,0,0,0,0,0,0,974,173,2332,124,0,0,0,0,385,14763,0,0
0,3,9370,0,0,1012,0,0,7,0,0,0,1002,165,2337,116,0,0,0,0,378,16621,0,0
0,7,9546,0,0,898,0,0,4,0,0,0,1011,199,2274,126,0,0,0,0,412,15768,0,0
0,12,9533,0,0,1081,0,0,7,0,0,0,1209,194,2635,132,0,0,0,0,403,16437,0,0
0,7,9800,0,0,966,0,0,0,0,0,0,1019,167,2300,128,0,0,0,0,360,16163,0,0
0,2,9630,0,0,1158,0,0,3,0,0,0,1181,189,2712,147,0,0,0,0,412,16281,0,0
0,6,9671,0,0,985,0,0,0,0,0,0,1030,200,2369,128,0,0,0,0,427,15989,0,0
0,10,9596,0,0,1099,0,0,7,0,0,0,1137,197,2591,137,0,0,0,0,400,16473,0,0
0,4,9287,0,0,1052,0,0,3,0,0,0,1121,177,2497,123,0,0,0,0,390,16296,0,0
0,14,9512,0,0,1046,0,0,0,0,0,0,1077,168,2481,129,0,0,0,0,402,16482,0,0
0,10,9499,0,0,1095,0,0,2,0,0,0,1148,183,2583,144,0,0,0,0,374,16607,0,0
0,8,9611,0,0,1136,0,0,5,0,0,0,1177,213,2698,140,0,0,0,0,410,15725,0,0
0,4,9882,0,0,1047,0,0,2,0,0,0,1073,195,2505,133,0,0,0,0,432,16065,0,0
0,6,9399,0,0,978,0,0,0,0,0,0,1031,170,2345,116,0,0,0,0,381,16214,0,0
0,7,9892,0,0,1015,0,0,0,0,0,0,1010,167,2349,131,0,0,0,0,367,16043,0,0
0,7,9363,0,0,929,0,0,3,0,0,0,952,169,2214,112,0,0,0,0,394,16007,0,0
0,10,9735,0,0,1038,0,0,4,0,0,0,1113,170,2484,141,0,0,0,0,397,16358,0,0
0,11,9483,0,0,943,0,0,2,0,0,0,993,170,2252,133,0,0,0,0,404,16524,0,0
0,14,9671,0,0,1017,0,0,1,0,0,0,1031,160,2374,127,0,0,0,0,369,16708,0,0
0,2,9304,0,0,1095,0,0,2,0,0,0,1164,186,2636,128,0,0,0,0,420,16554,0,0
0,6,9321,0,0,1162,0,0,5,0,0,0,1226,192,2750,140,0,0,0,0,430,16600,0,0
0,6,10131,0,0,1049,0,0,0,0,0,0,1119,184,2518,133,0,0,0,0,405,15878,0,0
0,5,9162,0,0,1060,0,0,7,0,0,0,1119,184,2536,127,0,0,0,0,419,15741,0,0
0,8,9549,0,0,1022,0,0,4,0,0,0,1060,187,2449,122,0,0,0,0,428,15718,0,0
0,6,9631,0,0,995,0,0,2,0,0,0,1054,178,2388,131,0,0,0,0,395,16791,0,0
0,12,9579,0,0,1063,0,0,0,0,0,0,1084,192,2501,137,0,0,0,0,388,15828,0,0
0,5,9271,0,0,1148,0,0,0,0,0,0,1267,183,2780,149,0,0,0,0,400,15733,0,0
0,12,9241,0,0,1013,0,0,0,0,0,0,1050,193,2429,123,0,0,0,0,400,15738,0,0
0,4,9635,0,0,974,0,0,2,0,0,0,1045,186,2361,131,0,0,0,0,393,16101,0,0
0,9,9242,0,0,1003,0,0,1,0,0,0,1014,160,2349,117,0,0,0,0,358,14909,0,0
0,8,9515,0,0,1023,0,0,2,0,0,0,1122,190,2490,133,0,0,0,0,413,16216,0,0
0,4,9311,0,0,1016,0,0,2,0,0,0,1066,175,2407,142,0,0,0,0,375,16265,0,0
0,12,9317,0,0,1006,0,0,3,0,0,0,1095,171,2438,123,0,0,0,0,372,16402,0,0
0,8,9938,0,0,910,0,0,8,0,0,0,984,180,2221,125,0,0,0,0,400,16193,0,0
0,7,9577,0,0,1275,0,0,1,0,0,0,1299,211,2996,152,0,0,0,0,464,16236,0,0
0,11,9608,0,0,1019,0,0,5,0,0,0,1082,166,2418,141,0,0,0,0,366,16628,0,0
0,8,9587,0,0,1003,0,0,9,0,0,0,1096,175,2430,140,0,0,0,0,368,16769,0,0
0,8,9295,0,0,1031,0,0,3,0,0,0,1070,175,2446,124,0,0,0,0,388,16299,0,0
0,8,10115,0,0,986,0,0,2,0,0,0,994,158,2302,124,0,0,0,0,385,16216,0,0
0,3,9666,0,0,979,0,0,2,0,0,0,1022,171,2302,129,0,0,0,0,377,15923,0,0
0,10,9420,0,0,1043,0,0,5,0,0,0,1107,175,2484,131,0,0,0,0,364,16213,0,0
0,10,10020,0,0,981,0,0,5,0,0,0,1023,194,2363,135,0,0,0,0,433,16063,0,0
0,10,9397,0,0,1033,0,0,2,0,0,0,1062,171,2434,131,0,0,0,0,378,16125,0,0
0,4,9574,0,0,880,0,0,2,0,0,0,929,153,2130,118,0,0,0,0,373,16468,0,0
0,4,9395,0,0,1018,0,0,6,0,0,0,1035,172,2384,128,0,0,0,0,371,16267,0,0
0,10,9762,0,0,909,0,0,5,0,0,0,916,168,2141,103,0,0,0,0,403,16043,0,0
0,2,9705,0,0,1104,0,0,4,0,0,0,1129,183,2585,139,0,0,0,0,396,16480,0,0
0,12,9994,0,0,923,0,0,0,0,0,0,1005,178,2271,107,0,0,0,0,394,16517,0,0
0,7,9310,0,0,1042,0,0,6,0,0,0,1010,176,2374,120,0,0,0,0,387,15918,0,0
0,7,9338,0,0,957,0,0,3,0,0,0,1019,180,2323,129,0,0,0,0,388,16447,0,0
0,12,9485,0,0,1129,0,0,5,0,0,0,1143,205,2660,138,0,0,0,0,454,16523,0,0
0,8,9289,0,0,1025,0,0,0,0,0,0,1117,187,2501,139,0,0,0,0,413,16176,0,0
0,3,10010,0,0,1110,0,0,0,0,0,0,1075,187,2550,128,0,0,0,0,423,15882,0,0
0,2,9528,0,0,890,0,0,0,0,0,0,1022,198,2287,126,0,0,0,0,409,15713,0,0
0,14,9148,0,0,1078,0,0,6,0,0,0,1136,181,2562,139,0,0,0,0,414,16282,0,0
0,6,9909,0,0,981,0,0,6,0,0,0,1069,187,2393,131,0,0,0,0,409,14507,0,0
0,4,9246,0,0,952,0,0,4,0,0,0,1102,189,2414,139,0,0,0,0,420,16187,0,0
0,5,9888,0,0,942,0,0,0,0,0,0,1056,182,2353,123,0,0,0,0,409,16194,0,0
0,9,9489,0,0,1057,0,0,2,0,0,0,1206,214,2660,149,0,0,0,0,452,16096,0,0
0,4,9616,0,0,1166,0,0,3,0,0,0,1178,203,2735,135,0,0,0,0,412,16091,0,0
0,10,9085,0,0,910,0,0,2,0,0,0,960,187,2180,113,0,0,0,0,387,16197,0,0
0,0,9024,0,0,1139,0,0,0,0,0,0,1197,206,2720,140,0,0,0,0,410,16462,0,0
0,7,9808,0,0,1171,0,0,0,0,0,0,1173,194,2728,142,0,0,0,0,446,16560,0,0
0,4,9208,0,0,1024,0,0,1,0,0,0,1119,183,2486,135,0,0,0,0,430,16306,0,0
0,6,9820,0,0,1021,0,0,3,0,0,0,1060,168,2390,132,0,0,0,0,367,15938,0,0
0,1,9467,0,0,936,0,0,2,0,0,0,984,172,2253,116,0,0,0,0,395,16455,0,0
0,8,9668,0,0,928,0,0,1,0,0,0,1041,189,2317,120,0,0,0,0,390,15815,0,0
0,2,8900,0,0,1009,0,0,0,0,0,0,994,171,2343,122,0,0,0,0,370,14932,0,0
0,12,8985,0,0,974,0,0,5,0,0,0,1064,181,2367,124,0,0,0,0,381,16126,0,0
0,12,9160,0,0,899,0,0,4,0,0,0,981,169,2176,114,0,0,0,0,357,15924,0,0
0,8,9250,0,0,962,0,0,2,0,0,0,982,177,2289,133,0,0,0,0,400,15796,0,0
0,10,9613,0,0,1025,0,0,6,0,0,0,1068,169,2413,126,0,0,0,0,363,16726,0,0
0,5,9051,0,0,987,0,0,4,0,0,0,1089,198,2453,127,0,0,0,0,425,15928,0,0
0,10,9268,0,0,1204,0,0,4,0,0,0,1235,193,2815,140,0,0,0,0,414,16112,0,0
0,9,9378,0,0,979,0,0,1,0,0,0,997,183,2333,120,0,0,0,0,381,16218,0,0
0,8,9339,0,0,1044,0,0,6,0,0,0,1073,181,2471,118,0,0,0,0,421,16030,0,0
0,9,10243,0,0,986,0,0,4,0,0,0,1073,195,2418,125,0,0,0,0,409,15259,0,0
0,10,9603,0,0,1082,0,0,2,0,0,0,1147,189,2611,125,0,0,0,0,436,16243,0,0
0,13,9889,0,0,983,0,0,6,0,0,0,1057,191,2380,132,0,0,0,0,408,15978,0,0
0,14,9617,0,0,1042,0,0,2,0,0,0,1167,210,2605,137,0,0,0,0,433,15918,0,0
0,6,9713,0,0,1114,0,0,0,0,0,0,1117,173,2581,141,0,0,0,0,403,16668,0,0
0,5,8881,0,0,772,0,0,0,0,0,0,843,137,1883,107,0,0,0,0,335,15228,0,0
0,6,9451,0,0,1040,0,0,3,0,0,0,1144,203,2562,135,0,0,0,0,456,16522,0,0
0,2,9329,0,0,1132,0,0,0,0,0,0,1199,181,2677,139,0,0,0,0,388,16416,0,0
0,8,9603,0,0,866,0,0,2,0,0,0,879,163,2052,106,0,0,0,0,348,15211,0,0
0,10,9363,0,0,1136,0,0,7,0,0,0,1160,175,2647,133,0,0,0,0,386,16182,0,0
0,8,8588,0,0,849,0,0,1,0,0,0,944,152,2089,111,0,0,0,0,360,15032,0,0
0,10,9130,0,0,1013,0,0,7,0,0,0,1042,192,2437,108,0,0,0,0,444,15885,0,0
0,14,9592,0,0,1031,0,0,2,0,0,0,1069,172,2431,134,0,0,0,0,385,16524,0,0
0,0,9385,0,0,894,0,0,2,0,0,0,957,160,2142,110,0,0,0,0,346,16445,0,0
0,6,8873,0,0,1189,0,0,4,0,0,0,1259,191,2834,145,0,0,0,0,435,16046,0,0
0,8,9424,0,0,990,0,0,2,0,0,0,1104,198,2477,154,0,0,0,0,431,16185,0,0
0,6,9338,0,0,1011,0,0,3,0,0,0,1007,168,2339,115,0,0,0,0,394,16534,0,0
0,10,9683,0,0,1009,0,0,5,0,0,0,1102,189,2459,139,0,0,0,0,402,16074,0,0
0,9,10051,0,0,1141,0,0,2,0,0,0,1274,214,2800,150,0,0,0,0,446,16417,0,0
0,8,9697,0,0,989,0,0,4,0,0,0,1043,186,2379,126,0,0,0,0,391,16410,0,0
0,10,9435,0,0,1044,0,0,1,0,0,0,1129,189,2539,115,0,0,0,0,425,16479,0,0
0,0,9900,0,0,1059,0,0,6,0,0,0,1031,201,2470,128,0,0,0,0,435,15245,0,0
0,3,9526,0,0,946,0,0,2,0,0,0,995,167,2264,120,0,0,0,0,366,16022,0,0
0,5,9364,0,0,1106,0,0,3,0,0,0,1217,195,2706,126,0,0,0,0,401,16274,0,0
0,2,9485,0,0,953,0,0,0,0,0,0,1020,170,2303,129,0,0,0,0,388,16636,0,0
0,8,9145,0,0,980,0,0,4,0,0,0,1025,187,2358,125,0,0,0,0,413,16371,0,0
0,10,9382,0,0,1178,0,0,0,0,0,0,1231,207,2793,158,0,0,0,0,440,16090,0,0
0,9,9781,0,0,995,0,0,2,0,0,0,1101,210,2487,126,0,0,0,0,439,16340,0,0
0,8,9925,0,0,1064,0,0,0,0,0,0,1110,173,2505,141,0,0,0,0,366,15636,0,0
0,14,9739,0,0,1093,0,0,3,0,0,0,1171,184,2617,134,0,0,0,0,409,15493,0,0
0,8,9287,0,0,967,0,0,1,0,0,0,1013,180,2341,123,0,0,0,0,403,16264,0,0
0,14,9767,0,0,1091,0,0,3,0,0,0,1158,189,2610,142,0,0,0,0,407,16736,0,0
0,8,9635,0,0,1085,0,0,0,0,0,0,1122,208,2566,135,0,0,0,0,435,16421,0,0
0,7,9171,0,0,984,0,0,4,0,0,0,1002,159,2302,123,0,0,0,0,390,16302,0,0
0,5,9602,0,0,1087,0,0,4,0,0,0,1136,206,2635,132,0,0,0,0,472,16334,0,0
0,6,9033,0,0,720,0,0,1,0,0,0,832,157,1844,85,0,0,0,0,323,15498,0,0
0,2,9479,0,0,978,0,0,4,0,0,0,1099,184,2418,120,0,0,0,0,412,16456,0,0
0,4,9901,0,0,1072,0,0,4,0,0,0,1145,205,2595,144,0,0,0,0,415,16474,0,0
0,2,9502,0,0,924,0,0,1,0,0,0,1069,166,2325,134,0,0,0,0,394,16468,0,0
0,4,9482,0,0,930,0,0,1,0,0,0,1131,191,2449,143,0,0,0,0,440,15866,0,0
0,9,9827,0,0,1021,0,0,6,0,0,0,1116,178,2489,148,0,0,0,0,429,15889,0,0
0,6,9921,0,0,889,0,0,4,0,0,0,931,200,2184,126,0,0,0,0,417,16174,0,0
0,6,9359,0,0,1082,0,0,3,0,0,0,1107,189,2550,119,0,0,0,0,401,16364,0,0
0,2,9514,0,0,1006,0,0,5,0,0,0,1066,169,2410,123,0,0,0,0,384,16529,0,0
0,2,9966,0,0,995,0,0,4,0,0,0,1072,204,2416,118,0,0,0,0,418,15328,0,0
0,2,9411,0,0,1076,0,0,2,0,0,0,1112,188,2553,138,0,0,0,0,446,16591,0,0
0,6,9588,0,0,1006,0,0,2,0,0,0,1114,182,2446,139,0,0,0,0,386,16468,0,0
0,2,9659,0,0,951,0,0,5,0,0,0,1035,174,2327,121,0,0,0,0,406,16140,0,0
0,1,9839,0,0,1169,0,0,5,0,0,0,1173,188,2695,134,0,0,0,0,406,16377,0,0
0,9,9149,0,0,1026,0,0,0,0,0,0,1048,175,2414,133,0,0,0,0,389,16147,0,0
0,6,9440,0,0,935,0,0,8,0,0,0,981,187,2274,123,0,0,0,0,402,16685,0,0
0,6,9427,0,0,927,0,0,4,0,0,0,956,172,2224,121,0,0,0,0,376,14833,0,0
0,6,9580,0,0,767,0,0,2,0,0,0,883,169,1958,118,0,0,0,0,355,16021,0,0
0,8,9632,0,0,1034,0,0,2,0,0,0,1189,201,2585,136,0,0,0,0,446,16039,0,0
0,4,9227,0,0,1018,0,0,4,0,0,0,1093,182,2489,128,0,0,0,0,436,16225,0,0
0,7,9261,0,0,1017,0,0,0,0,0,0,1071,180,2410,129,0,0,0,0,380,15550,0,0
0,1,9248,0,0,963,0,0,1,0,0,0,1056,176,2357,127,0,0,0,0,418,16280,0,0
0,4,9426,0,0,1031,0,0,0,0,0,0,1040,185,2418,119,0,0,0,0,405,15204,0,0
0,9,9227,0,0,808,0,0,3,0,0,0,895,146,2005,91,0,0,0,0,345,15933,0,0
0,8,9974,0,0,990,0,0,1,0,0,0,1026,169,2336,121,0,0,0,0,392,16356,0,0
0,10,9262,0,0,1057,0,0,5,0,0,0,1178,195,2588,137,0,0,0,0,391,15601,0,0
0,10,9667,0,0,1176,0,0,2,0,0,0,1218,212,2777,162,0,0,0,0,433,16726,0,0
0,12,9387,0,0,1082,0,0,4,0,0,0,1147,183,2573,120,0,0,0,0,389,15814,0,0
0,10,9436,0,0,892,0,0,1,0,0,0,969,176,2199,123,0,0,0,0,395,16114,0,0
0,10,9288,0,0,1067,0,0,7,0,0,0,1121,174,2536,122,0,0,0,0,389,16420,0,0
0,7,9595,0,0,872,0,0,7,0,0,0,933,165,2104,110,0,0,0,0,358,16276,0,0
0,10,8951,0,0,994,0,0,7,0,0,0,1067,190,2409,116,0,0,0,0,414,15702,0,0
0,9,9502,0,0,1105,0,0,1,0,0,0,1202,187,2660,140,0,0,0,0,422,16466,0,0
0,8,9050,0,0,938,0,0,0,0,0,0,1074,198,2369,114,0,0,0,0,391,15978,0,0
0,11,9630,0,0,928,0,0,2,0,0,0,967,181,2211,105,0,0,0,0,379,16459,0,0
0,12,9941,0,0,932,0,0,2,0,0,0,1049,183,2340,129,0,0,0,0,422,15689,0,0
0,10,10320,0,0,1062,0,0,5,0,0,0,1117,169,2526,142,0,0,0,0,396,15686,0,0
0,7,9896,0,0,864,0,0,3,0,0,0,906,149,2052,130,0,0,0,0,346,15913,0,0
0,8,9796,0,0,991,0,0,0,0,0,0,1004,176,2329,126,0,0,0,0,391,16098,0,0
0,6,9384,0,0,951,0,0,7,0,0,0,990,164,2249,115,0,0,0,0,347,16268,0,0
0,5,9527,0,0,1071,0,0,1,0,0,0,1165,205,2631,140,0,0,0,0,434,16258,0,0
